0	0	2	0	7	0	0	0	0	0	0	0	381
0	0	2	1	6	0	0	0	1	0	1	0	383
0	0	2	2	5	0	0	0	2	0	2	0	385
0	0	2	3	4	0	0	0	3	0	3	0	387
0	0	2	4	3	0	0	0	4	0	4	0	389
0	0	2	5	2	0	0	0	5	0	5	1	818
0	0	2	6	1	0	0	0	6	0	6	1	816
0	0	2	7	0	0	0	0	7	0	7	1	814
0	0	2	8	23	0	0	0	8	1	0	1	812
0	0	2	9	22	0	0	0	9	1	1	1	810
0	0	2	10	21	0	0	0	10	1	2	2	1622
0	0	2	11	20	0	0	0	11	1	3	2	1620
0	0	2	12	19	0	0	0	12	1	4	2	1618
0	0	2	13	18	0	0	0	13	1	5	2	1616
0	0	2	14	17	0	0	0	14	1	6	2	1614
0	0	2	15	16	0	0	0	15	1	7	2	1612
0	0	2	16	39	0	0	1	0	0	0	0	391
0	0	2	17	38	0	0	1	1	0	1	0	393
0	0	2	18	37	0	0	1	2	0	2	0	395
0	0	2	19	36	0	0	1	3	0	3	0	397
0	0	2	20	35	0	0	1	4	0	4	0	399
0	0	2	21	34	0	0	1	5	0	5	1	808
0	0	2	22	33	0	0	1	6	0	6	1	806
0	0	2	23	32	0	0	1	7	0	7	1	804
0	0	2	24	55	0	0	1	8	1	0	1	802
0	0	2	25	54	0	0	1	9	1	1	1	800
0	0	2	26	53	0	0	1	10	1	2	2	1610
0	0	2	27	52	0	0	1	11	1	3	2	1608
0	0	2	28	51	0	0	1	12	1	4	2	1606
0	0	2	29	50	0	0	1	13	1	5	2	1604
0	0	2	30	49	0	0	1	14	1	6	2	1602
0	0	2	31	48	0	0	1	15	1	7	2	1600
0	0	2	32	15	0	0	2	0	0	0	2	1613
0	0	2	33	14	0	0	2	1	0	1	2	1615
0	0	2	34	13	0	0	2	2	0	2	2	1617
0	0	2	35	12	0	0	2	3	0	3	2	1619
0	0	2	36	11	0	0	2	4	0	4	2	1621
0	0	2	37	10	0	0	2	5	0	5	2	1623
0	0	2	38	9	0	0	2	6	0	6	1	811
0	0	2	39	8	0	0	2	7	0	7	1	813
0	0	2	40	31	0	0	2	8	1	0	1	815
0	0	2	41	30	0	0	2	9	1	1	1	817
0	0	2	42	29	0	0	2	10	1	2	1	819
0	0	2	43	28	0	0	2	11	1	3	0	388
0	0	2	44	27	0	0	2	12	1	4	0	386
0	0	2	45	26	0	0	2	13	1	5	0	384
0	0	2	46	25	0	0	2	14	1	6	0	382
0	0	2	47	24	0	0	2	15	1	7	0	380
0	0	2	48	47	0	0	3	0	0	0	2	1601
0	0	2	49	46	0	0	3	1	0	1	2	1603
0	0	2	50	45	0	0	3	2	0	2	2	1605
0	0	2	51	44	0	0	3	3	0	3	2	1607
0	0	2	52	43	0	0	3	4	0	4	2	1609
0	0	2	53	42	0	0	3	5	0	5	2	1611
0	0	2	54	41	0	0	3	6	0	6	1	801
0	0	2	55	40	0	0	3	7	0	7	1	803
0	0	2	56	63	0	0	3	8	1	0	1	805
0	0	2	57	62	0	0	3	9	1	1	1	807
0	0	2	58	61	0	0	3	10	1	2	1	809
0	0	2	59	60	0	0	3	11	1	3	0	398
0	0	2	60	59	0	0	3	12	1	4	0	396
0	0	2	61	58	0	0	3	13	1	5	0	394
0	0	2	62	57	0	0	3	14	1	6	0	392
0	0	2	63	56	0	0	3	15	1	7	0	390
0	0	2	64	71	0	0	4	0	0	0	0	371
0	0	2	65	70	0	0	4	1	0	1	0	373
0	0	2	66	69	0	0	4	2	0	2	0	375
0	0	2	67	68	0	0	4	3	0	3	0	377
0	0	2	68	67	0	0	4	4	0	4	0	379
0	0	2	69	66	0	0	4	5	0	5	1	828
0	0	2	70	65	0	0	4	6	0	6	1	826
0	0	2	71	64	0	0	4	7	0	7	1	824
0	0	2	72	87	0	0	4	8	1	0	1	822
0	0	2	73	86	0	0	4	9	1	1	1	820
0	0	2	74	85	0	0	4	10	1	2	2	1634
0	0	2	75	84	0	0	4	11	1	3	2	1632
0	0	2	76	83	0	0	4	12	1	4	2	1630
0	0	2	77	82	0	0	4	13	1	5	2	1628
0	0	2	78	81	0	0	4	14	1	6	2	1626
0	0	2	79	80	0	0	4	15	1	7	2	1624
0	0	2	80	103	0	0	5	0	0	0	0	361
0	0	2	81	102	0	0	5	1	0	1	0	363
0	0	2	82	101	0	0	5	2	0	2	0	365
0	0	2	83	100	0	0	5	3	0	3	0	367
0	0	2	84	99	0	0	5	4	0	4	0	369
0	0	2	85	98	0	0	5	5	0	5	1	838
0	0	2	86	97	0	0	5	6	0	6	1	836
0	0	2	87	96	0	0	5	7	0	7	1	834
0	0	2	88	119	0	0	5	8	1	0	1	832
0	0	2	89	118	0	0	5	9	1	1	1	830
0	0	2	90	117	0	0	5	10	1	2	2	1646
0	0	2	91	116	0	0	5	11	1	3	2	1644
0	0	2	92	115	0	0	5	12	1	4	2	1642
0	0	2	93	114	0	0	5	13	1	5	2	1640
0	0	2	94	113	0	0	5	14	1	6	2	1638
0	0	2	95	112	0	0	5	15	1	7	2	1636
0	0	2	96	79	0	0	6	0	0	0	2	1625
0	0	2	97	78	0	0	6	1	0	1	2	1627
0	0	2	98	77	0	0	6	2	0	2	2	1629
0	0	2	99	76	0	0	6	3	0	3	2	1631
0	0	2	100	75	0	0	6	4	0	4	2	1633
0	0	2	101	74	0	0	6	5	0	5	2	1635
0	0	2	102	73	0	0	6	6	0	6	1	821
0	0	2	103	72	0	0	6	7	0	7	1	823
0	0	2	104	95	0	0	6	8	1	0	1	825
0	0	2	105	94	0	0	6	9	1	1	1	827
0	0	2	106	93	0	0	6	10	1	2	1	829
0	0	2	107	92	0	0	6	11	1	3	0	378
0	0	2	108	91	0	0	6	12	1	4	0	376
0	0	2	109	90	0	0	6	13	1	5	0	374
0	0	2	110	89	0	0	6	14	1	6	0	372
0	0	2	111	88	0	0	6	15	1	7	0	370
0	0	2	112	111	0	0	7	0	0	0	2	1637
0	0	2	113	110	0	0	7	1	0	1	2	1639
0	0	2	114	109	0	0	7	2	0	2	2	1641
0	0	2	115	108	0	0	7	3	0	3	2	1643
0	0	2	116	107	0	0	7	4	0	4	2	1645
0	0	2	117	106	0	0	7	5	0	5	2	1647
0	0	2	118	105	0	0	7	6	0	6	1	831
0	0	2	119	104	0	0	7	7	0	7	1	833
0	0	2	120	127	0	0	7	8	1	0	1	835
0	0	2	121	126	0	0	7	9	1	1	1	837
0	0	2	122	125	0	0	7	10	1	2	1	839
0	0	2	123	124	0	0	7	11	1	3	0	368
0	0	2	124	123	0	0	7	12	1	4	0	366
0	0	2	125	122	0	0	7	13	1	5	0	364
0	0	2	126	121	0	0	7	14	1	6	0	362
0	0	2	127	120	0	0	7	15	1	7	0	360
0	0	3	0	7	0	1	0	0	0	0	0	181
0	0	3	1	6	0	1	0	1	0	1	0	183
0	0	3	2	5	0	1	0	2	0	2	0	185
0	0	3	3	4	0	1	0	3	0	3	0	187
0	0	3	4	3	0	1	0	4	0	4	0	189
0	0	3	5	2	0	1	0	5	0	5	1	1018
0	0	3	6	1	0	1	0	6	0	6	1	1016
0	0	3	7	0	0	1	0	7	0	7	1	1014
0	0	3	8	23	0	1	0	8	1	0	1	1012
0	0	3	9	22	0	1	0	9	1	1	1	1010
0	0	3	10	21	0	1	0	10	1	2	2	1862
0	0	3	11	20	0	1	0	11	1	3	2	1860
